"idx","review_id","review_date","rating","review_text","reviewer_hash","app_version","thumbs_up","developer_reply","reply_date","아이_학습후_성장경험_부족","부모_체계적_금융학습_확인_부족","돈이_학습행동의_동기가_된_경험","돈보상의_아쉬움_또는_부작용","아이의_학습_지속_흥미_이용의욕","부모의_금전적_보상부담","참고_학습효과_긍정_언급","학습흥미_방향","P2_근거강도","대표_페인포인트","근거가_되는_리뷰_원문","분류_이유"
"46","6f8c8a9e-b3da-4635-afb2-2ce5b727455b","2025-12-10","5","지문인식으로 로그인이 안됩니다 수정 바랍니다","24720e2d6408","25.11.1","1","안녕하세요! 현재 지문인식 관련 오류는 확인되지 않고 있어요.
우선 퍼핀앱을 삭제 후 재설치하시거나, 휴대폰 설정에서 지문을 다시 등록해보시는 것을 추천드립니다.
그래도 동일한 문제가 계속된다면, 퍼핀 1:1 실시간 상담(firfin.channel.io)으로 문의해주시면 더욱 빠르게 도움드릴 수 있어요 감사합니다 :)","2025-12-11","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"47","f0fb6565-3996-445e-95b1-055cac4a208d","2025-12-09","5","용돈받는 사람으로서 너무 좋습니다","997a5ca71251","25.11.1","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"48","4020fd77-5f44-4575-841a-aca87a25a083","2025-12-06","5","어린이가 쓰기 좋은것 같아요 !!","e3e3b61d4c64","25.11.1","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"49","f806357b-7aac-4cd5-a05d-7e978f49e427","2025-12-04","2","다른건 다 좋은데 현질유도땜에 망해버린 카드앱. 장점, 단점, 후기까지 정리할게요 장점👍:1.일단 사용법이 매우 쉬움. 2.퀴즈를 풀 수 있음. 퍼핀월드라고, 경제퀴즈를 풀 수 있음. 하지만 부모 통장에서 돈이 나감. 3.가끔씩 다른 업체와 콜라보, 추가퀴즈를 제공함. 이것도 일종에 마켓팅이고 리워드는 자체에서 주지만 자꾸 광고전화와서 추천은 안함. 단점👎:1.광고...이게 퍼핀 플러스라고 매달 몇만원씩 내고 하는 유료판임. 다양한 카드 디자인 등을 제공함. 문제는 자꾸자꾸 구입 유도를 한다는 거다. 심지어는 퍼핀월드 퀴즈를 풀때마다 가입하라고 광고가 나올 정도임. X가 있어서 다행이지... 또 바코드 결제하면 돈 번다고 마케팅하면서 특정 기업에서 결제하면 고작 1~5퍼 할인함. 어떤 관점으로 봐야 돈 버는 거임? 2.이상한 광고.얼마전엔 '운세타로'라는 기능이 있었는데 들어가면 이상한 척봐도 야해 보이는 광고 뜸. 반응 안좋았는지 며칠만에 고침 결론.현질유도 심함.😠","0df3c68b35b4","25.11.1","12","안녕하세요, 사용법이 쉽고 퀴즈를 즐기실 수 있다는 점도 좋게 봐주셔서 감사해요.
퍼핀 멤버십은 유료 혜택으로 더 다양한 선택지를 제공하는 서비스지만, 이용 중 불편하셨다면 죄송하며, 남겨주신 의견은 꼼꼼히 검토하고 있습니다.^^
1~5% 적립은 적어 보일 수 있지만, 적립 포인트를 현금처럼 바로 사용할 수 있어 결국 지출이 줄고 이익이 생기는 점에서 ‘돈을 번다’는 표현을 쓴 거예요. 또한 어린이·청소년 앱인 만큼 부적절한 광고가 노출되지 않도록 노력하고 있으나 오해가 생길 수 있는 부분도 이해하고 개선하도록 하겠습니다.
퍼핀카드를 이용해 주셔서 감사드리며 앞으로도 더 나은 서비스로 보답하겠습니다. 감사합니다!^^","2025-12-10","0","0","0","1","0","1","0","","","돈보상의_아쉬움_또는_부작용","퍼핀월드라고, 경제퀴즈를 풀 수 있음. 하지만 부모 통장에서 돈이 나감","학습 보상금이 부모 통장에서 나간다는 점을 단점으로 명시."
"50","a3753794-f4e1-466e-8e77-f10dccaeb7e1","2025-11-29","5","아이들도 사용하기가 편하고 용돈계약이나 자신이 저금 할 수 있는 기회가 되서 정말 좋습니다!! 이제는 혼자 퍼핀 내역을 보고 자신의 이번 달 소비금액이나, 수입금액을 종이로 된 용돈기입장의 적는 걸 보고 퍼핀을 통해 정말 깨달은 게 많습니다! 감사합니다!!","72f2c93ef331","25.8.0","2","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","아이들도 사용하기가 편하고 용돈계약이나 자신이 저금 할 수 있는 기회가 되서 정말 좋습니다!! 이제는 혼자 퍼핀 내역을 보고 자신의 이번 달 소비금액이나, 수입금…","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"51","860289ad-3248-48ed-9dbc-d77a275a51a6","2025-11-24","5","잘 사용하다가 비밀번호 입력 후 생체인증이 자꾸 오류가 나서 삭제 후 재설치 해서 인증받고 비밀번호등록하면 다시 처음부터 이름입력하고 자꾸 반복만 됩니다.","bbf3e0f5b9b9","","0","안녕하세요, 우선 이용에 불편을 드려 죄송합니다. 현재 제공해주신 정보만으로는 정확한 원인 확인이 어려운 상황입니다ㅠㅠ 번거로우시겠지만 휴대폰의 생체인식 기능을 수정하여 다시 설정해보시겠어요? 만약 동일한 문제가 계속 발생한다면 1:1 실시간 채팅 상담을 통해 더 자세한 도움을 드릴 수 있어요! (https://firfin.channel.io/)","2025-11-25","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"52","78dd2a0d-3630-4e1c-b484-f0abff74146d","2025-11-20","5","잘쓰고 있었는데 몇일전부터 지문입력하면 이용에 문제가 생겼어요. 먼저 인터넷 연결상태를 확인하세요<< 이팝업이 뜨면서 접속이 아예 안됩니다 모든 어플정상 작동되고 업데이트 다되어있습니다 이 오류가 계속 되는데 해결방법 알려주세요","3d5c81b4c281","25.8.0","0","안녕하세요, 인터넷 연결 상태 확인 요청 화면이 나타날 경우, 아래 두 가지를 확인해 주세요.
1.패밀리링크(자녀 보호 프로그램)를 사용 중이시라면, 해당 프로그램에서 퍼핀 앱을 예외 처리해 주세요.
2.휴대폰의 생체인식을 다시 설정해 주세요.
위 방법으로도 문제가 해결되지 않거나 동일한 현상이 계속된다면, 1:1 실시간 채팅 상담을 통해 더 자세한 도움을 드릴 수 있습니다. (https://firfin.channel.io/) 감사합니다.","2025-11-24","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"53","f746c45f-bf76-4030-8d3c-3aaf3b414aa4","2025-11-13","5","용돈 관리 앱 중 가장 최고인 거 같아요!! 우선 장점 1: 아이쿠카는 송금할 때 아이쿠카끼리만 되는데, 퍼핀은 다 송금을 할 수 있어서 너무 좋아요 장점 2: 퀴즈를 맞히면 최대 500원까지 용돈을 더 받을 수 있어요(관리자(엄마 혹은 아빠)가 설정할 수도 있어요) 장점 3: 재미있는 테스트들이 많아요!! 장점 4: 광고 하나도 안 나옵니다 단점은 딱히 없는 것 같아요 다만 결제 내역이 부모님께 갑니다 그리고 퍼핀 플러스에 가입하지 않으면 기본 제공되는 퀴즈 외엔 다른 퀴즈는 할 수 없고요... 그리고 마지막으로 투자 체험도 있어요 1, 2, 3등 등으로 순위를 메겨 뿌뜻함을 느낄 수도 있어요! 깔면 후회 없습니다!! 완전 만족하고 있어요~","615769d1937e","25.8.0","103","안녕하세요, 퍼핀의 장점을 이렇게 많이 말씀해주시다니, 정말 감사드립니다 ^^ 다양하게 열심히 참여해 주시는 것 같아 뿌듯합니다! 앞으로도 더욱 유익한 서비스로 보답할 수 있도록 최선을 다하겠습니다.","2025-11-19","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","…핀은 다 송금을 할 수 있어서 너무 좋아요 장점 2: 퀴즈를 맞히면 최대 500원까지 용돈을 더 받을 수 있어요(관리자(엄마 혹은 아빠)가 설정할 수도 있어요) …","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"54","01d1493e-253a-4f79-93a5-ec9aa82fc4fa","2025-11-08","1","오류가 너무 많아요 잔액이 충분한데도 한도초과라고 뜨고 놥두면 또 됐다가 안됐다가 진짜 너무 짜증나네요 상담원도 연결도 안되고 해지해야겠어요","9bc234619d6a","25.8.0","4","안녕하세요, 일부 휴대폰 기종에서 간헐적으로 발생하는 문제로 파악되며, 해당 오류는 수정 작업 중입니다.
이용에 불편을 드려 매우 죄송하며 현재 하실 수 있는 방법은, 송금 기능 이용시 최근 보낸 계좌(과거 내역) 선택이 아닌 계좌번호를 직접 입력하여 진행하실 경우 정상적으로 이용 가능합니다. 1:1 실시간 채팅 상담을 통해 문의해주시면 자세한 안내드릴게요! (https://firfin.channel.io/)","2025-11-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"55","7fe21ab9-0a8a-4ca5-aa2b-b21d2c702882","2025-11-02","5","정말 좋고용돈 관리에 😀 👍","6c005acf0974","25.8.0","0","안녕하세요, 좋은 평가 감사드립니다^^ 앞으로도 만족스러운 서비스를 제공하기 위해 최선을 다하겠습니다.","2025-11-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"56","8f2f217e-d393-4864-b9ef-6f606453ed72","2025-10-30","3","카드보다 바코드로하는 경우가 많아서 바코드에도 많은 매장 추가하면 더좋아질것 같아요","4b2ba8197ac7","25.8.0","0","안녕하세요, 바코드 결제 매장 추가는 계속 확대하고자 합니다! 시간이 다소 소요될 수 있는 부분이지만 최선을 다해 확장하고자 노력하고 있으니 많은 이용 부탁드립니다. 감사합니다 :)","2025-10-31","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"57","2b5587ca-083a-4bd4-b43b-a41b1f1bb2e1","2025-10-25","5","원래 다른 기기에선 잘 쓰던 앱이었는데 이 폰에서만 갑자기 켜자마자 1초만에 강종되네요 팬택 베가 아이언 2 기기 사용 중인데 왜이럴까요 리니지 커스텀 펌웨어 때문일까요 루팅도 안 했는데ㅠ 다른 금융앱은 다 되는데 얘만 이래요 고쳐주세요 쓸 수가 없어요ㅠㅠ","2d0ab2df41b7","25.8.0","0","안녕하세요, 커스텀 디바이스에서는 보안상의 이유로 퍼핀앱 서비스를 제공하고 있지 않습니다.
이는 해킹이 될 수 있는 가능성이 매우 높은 경로이며 스토어 정책상으로는 비정상기기에 해당해요. 다른 기기에서 이용을 부탁드립니다!","2025-10-28","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"58","6ddc56d4-8680-462e-a095-6e363c776b95","2025-10-22","4","용돈 얻고 좋은데 가끔 오류있오오오","dff4ba9f1c31","25.8.0","0","안녕하세요, 어떤 부분에서 오류가 발생하는지 1:1 채팅 상담(firfin.channel.io)을 통해 말씀해주시면 도움을 받아보실 수 있습니다. 감사합니다.^^","2025-10-28","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"59","3a98814b-1489-4f30-a3d5-f354b998cf6e","2025-10-09","3","CU도 바코드 결제에 포함해 주세요.","959ff1d5189b","25.8.0","11","안녕하세요, 바코드 결제 매장 추가는 계속 확대하고자 합니다^^
시간이 다소 소요될 수 있는 부분이지만 최선을 다해 확장하고자 노력하고 있으니 많은 이용 부탁드립니다 :)","2025-10-15","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"60","9a66dea3-9915-4ce8-bba3-cea7e3eaf615","2025-10-08","3","폰을 잃어 버렸는데 돈을 회수 못하나요? 부모님 폰으로 회수 못할까요?","2532f9d97bba","","0","안녕하세요, 퍼핀은 안전한 금융 거래를 위해 본인 확인이 완료된 경우에만 입출금 등 금융 서비스 이용이 가능합니다.
가족관계를 확인할 수 있는 서류를 고객센터 이메일로 제출해주시면 서류 확인 후, 해당 금액은 대표 부모님 퍼핀머니로 환급드리겠습니다. 감사합니다.^^
제출하신 서류는 본인 및 가족관계 확인을 위해서만 사용되며, 확인 후 즉시 안전하게 파기합니다.
-제출정보: 부모님 성함 /전화번호, 자녀 이름 /전화번호
-제출서류: 가족관계증명서 또는 주민등록등본 (개인정보보호를 위해 주민번호 뒷자리는 가려주세요)
-제출처: support@lemontree.ai
","2025-10-15","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"61","29e4b811-ae55-4840-82ab-ebbc73a5f77d","2025-09-27","5","이거 처음 해봤는데 진짜 좋아서 씁니다 이렇게 적게 쓰는이유는 바로 할말이 없어서입니당🥲","710412934ef1","24.12.0","0","안녕하세요, 말 없어도 마음 충분히 전해졌습니다^^ 퍼핀앱을 이용해주셔서 감사드립니다!","2025-09-30","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"62","8915b991-b7bd-4d40-b39f-3a540e354d1f","2025-09-25","5","소비도 되고 카드 💳 도 있어서 너무 👍 (Good) 퀴즈도 풀어서 하면 올리브영에서 1000을 최대로 받을 수 있어요 비번을 까먹을 수도 있으니 어따가 적어나야돼요! 🥴 일단 멤버십 가입하면 돈 💰을 더 벌수 있어요! 그리고 이벤트가 있는데 자녀 5만원, 부모는 무슨 상품권 5만원을 쏜다고 해서 저는 참가를 했어요 빨리 깔아서 이벤트 참가해서 5만원 당첨을 빌어요!!!👍💫💕❤️","62aadd9ba29b","25.8.0","3","안녕하세요, 퍼핀앱을 활발히 이용해 주셔서 진심으로 감사드립니다.^^
긍정의 말씀에 힘입어, 더욱 만족스러운 서비스를 제공해드릴 수 있도록 최선을 다하겠습니다!","2025-09-30","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"63","3158b522-5eb0-4c32-a7fd-8e243181fa91","2025-09-17","5","돈도벌고 재밌음","25c46181d0f5","25.8.0","0","안녕하세요, 긍정적인 평가 감사합니다^^ 앞으로도 즐겁고 안전하게 금융을 배울 수 있도록 노력하겠습니다.!","2025-09-25","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","돈도벌고 재밌음","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"64","499c9c66-30f5-4870-a9d4-605e0db9d587","2025-09-12","2","들어가는데 계속 팅겨요 고쳐주세요","e734df04c7ce","25.8.0","0","안녕하세요, 퍼핀앱 사용에 어려움을 겪고 계시군요! 우선, 휴대폰 소프트웨어와 퍼핀앱을 최신 버전으로 업데이트 해주세요. 현재 제공해주신 정보만으로는 정확한 원인 파악이 어려우나, 생체인식 설정 오류일 가능성이 있어 휴대폰 설정> 생체인식 등록/수정 메뉴에서 다시 등록을 시도해보시길 권장드립니다. 문제가 지속될 경우 1:1 채팅 상담(firfin.channel.io)을 통해 도움을 받아보실 수 있습니다. 감사합니다.","2025-09-17","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
